gtbboxid,classid,imageid,lx,rx,ty,by,difficult,split
8121,1106,324,0.5525,0.7525,0.0000,0.2267,0,val-new-cl
8122,1106,324,0.7475,0.9625,0.0000,0.2067,0,val-new-cl
8124,1107,324,0.7925,0.8650,0.2933,0.5833,1,val-new-cl
8125,1107,324,0.9175,1.0000,0.2900,0.5800,1,val-new-cl
8126,1108,326,0.5300,0.8733,0.0000,0.1150,0,train
8127,1108,326,0.5067,0.8533,0.1725,0.3000,0,train
8128,1108,326,0.4967,0.8367,0.3450,0.4800,0,train
8129,447,326,0.8167,1.0000,0.8725,0.9900,0,train
8130,1109,333,0.6800,0.9775,0.8300,0.9967,0,val-new-cl
8131,1110,335,0.6367,0.8400,0.0125,0.2750,0,val-new-cl
8132,1110,335,0.8367,1.0000,0.0900,0.2650,0,val-new-cl
8133,1111,340,0.0100,0.4000,0.7833,0.9967,0,val-new-cl
8134,1111,340,0.0625,0.4025,0.6400,0.7933,0,val-new-cl
8135,1112,341,0.5600,0.8133,0.4900,0.5800,1,val-new-cl
8136,1112,341,0.7833,1.0000,0.5125,0.5825,1,val-new-cl
8137,1113,342,0.0000,0.3250,0.9367,1.0000,1,train
8138,1113,342,0.0225,0.3325,0.8533,0.9400,1,train
8139,1113,342,0.0725,0.3625,0.7467,0.8267,1,train
8140,1113,342,0.1100,0.3700,0.6800,0.7367,1,train
8141,1113,342,0.3425,0.6600,0.9300,0.9900,1,train
8142,1113,342,0.3500,0.6550,0.8367,0.9333,1,train
8143,1113,342,0.3600,0.6425,0.7567,0.8333,1,train
8144,1113,342,0.3675,0.6225,0.6967,0.7567,1,train
8145,1113,342,0.6500,0.8475,0.7967,0.8367,1,train
8146,1113,342,0.6325,0.8475,0.7533,0.7967,1,train
8147,1113,342,0.6200,0.8450,0.7000,0.7500,1,train
8148,367,344,0.8500,1.0000,0.6067,1.0000,1,train
8149,1114,351,0.5900,0.6650,0.0233,0.4800,0,val-new-cl
8150,1114,351,0.6600,0.7500,0.0233,0.4833,0,val-new-cl
8151,1115,352,0.0525,0.1500,0.1333,0.5167,0,train
8153,1035,352,0.9275,1.0000,0.1133,0.5233,1,train
8154,1116,352,0.3250,0.4075,0.6067,1.0000,0,train
8155,1116,352,0.4100,0.4625,0.6100,0.9733,0,train
8156,1116,352,0.4550,0.5275,0.6100,1.0000,0,train
8157,1116,352,0.5300,0.6000,0.6067,0.9900,0,train
8158,1116,352,0.6050,0.6925,0.6100,0.9967,0,train
8159,1116,352,0.7125,0.7850,0.6133,0.9967,0,train
8160,1035,352,0.8300,0.9100,0.6200,0.9967,0,train
8161,1035,352,0.9325,1.0000,0.6167,0.9967,1,train
8162,1116,353,0.1967,0.3567,0.2225,0.6000,0,val-old-cl
8163,1116,353,0.3800,0.5100,0.2075,0.6000,0,val-old-cl
8164,1116,353,0.5233,0.6433,0.2000,0.5900,0,val-old-cl
8165,1116,353,0.6533,0.7867,0.1900,0.5900,0,val-old-cl
8166,1116,353,0.8200,0.9533,0.1800,0.5875,0,val-old-cl
8167,1117,354,0.0400,0.1567,0.0000,0.2275,0,train
8168,1117,354,0.1533,0.2600,0.0000,0.2250,0,train
8169,512,354,0.6000,0.7400,0.0000,0.2175,0,train
8171,513,354,0.8967,0.9733,0.0000,0.2150,0,train
8172,1035,354,0.0033,0.0933,0.3475,0.6500,1,train
8173,1035,354,0.0900,0.1967,0.3400,0.6450,0,train
8174,1115,354,0.1833,0.2700,0.3725,0.6725,0,train
8175,1115,354,0.2700,0.3467,0.3750,0.6625,0,train
8176,1115,354,0.3367,0.4300,0.3700,0.6625,0,train
8177,1115,354,0.4300,0.5200,0.3675,0.6575,0,train
8178,1115,354,0.5433,0.6400,0.3450,0.6500,0,train
8179,1115,354,0.6533,0.7500,0.3425,0.6500,0,train
8181,514,354,0.8833,1.0000,0.3025,0.6525,1,train
8182,1035,354,0.0000,0.1067,0.7500,1.0000,1,train
8183,1118,354,0.1767,0.2967,0.7475,1.0000,0,train
8184,1118,354,0.3033,0.4200,0.7375,1.0000,0,train
8185,1118,354,0.4300,0.5467,0.7200,1.0000,0,train
8186,1118,354,0.5500,0.6733,0.7250,1.0000,0,train
8187,1118,354,0.6733,0.7867,0.7250,1.0000,0,train
8188,1115,355,0.0700,0.2125,0.0900,0.6100,0,train
8189,1115,355,0.0000,0.1075,0.1100,0.6200,0,train
8191,1118,355,0.0700,0.1950,0.7333,1.0000,1,train
8192,1118,355,0.1825,0.3025,0.7167,1.0000,1,train
8194,1119,357,0.5450,0.6525,0.5600,0.9967,0,val-new-cl
8195,1119,357,0.6550,0.7625,0.5533,1.0000,0,val-new-cl
8197,1120,358,0.4300,0.5125,0.3400,0.8800,0,train
8198,1120,358,0.5125,0.6000,0.3267,0.8833,0,train
8199,1120,358,0.5950,0.6725,0.3333,0.8767,0,train
8201,1121,360,0.1400,0.2225,0.1667,0.3233,0,val-new-cl
8202,1121,360,0.2250,0.3075,0.1733,0.3267,0,val-new-cl
8203,1121,360,0.3100,0.3825,0.1767,0.3300,0,val-new-cl
8204,1121,360,0.3825,0.4675,0.1633,0.3333,0,val-new-cl
8205,1121,360,0.4675,0.5500,0.1667,0.3367,0,val-new-cl
8206,1121,360,0.5525,0.6300,0.1833,0.3433,0,val-new-cl
8207,1121,360,0.6250,0.7050,0.1933,0.3433,0,val-new-cl
8208,1121,360,0.6250,0.7025,0.0200,0.1933,0,val-new-cl
8209,1121,360,0.7050,0.7900,0.0000,0.1767,0,val-new-cl
8210,1121,360,0.7075,0.7950,0.1700,0.3500,0,val-new-cl
8211,1121,360,0.8300,0.9300,0.1833,0.3533,0,val-new-cl
8212,1121,360,0.8275,0.9175,0.0067,0.1900,0,val-new-cl
8216,1122,371,0.0025,0.3700,0.0767,0.3900,0,train
8217,1122,371,0.3775,0.7300,0.1000,0.3967,0,train
8219,557,371,0.1750,0.2550,0.8533,0.9967,0,train
8220,1123,372,0.1200,0.4950,0.0733,0.3867,0,train
8221,1123,372,0.4975,0.8475,0.0867,0.3800,0,train
8225,558,373,0.5025,0.7175,0.2633,0.3700,0,val-old-cl
8226,558,373,0.7175,0.9050,0.2600,0.3700,0,val-old-cl
8227,1122,374,0.3700,0.7333,0.0000,0.1175,1,val-old-cl
8228,1122,374,0.7333,1.0000,0.0000,0.1100,1,val-old-cl
8229,557,374,0.5100,0.6033,0.4400,0.5200,0,val-old-cl
8230,557,374,0.6000,0.6800,0.4375,0.5175,0,val-old-cl
8231,557,374,0.6800,0.7567,0.4375,0.5200,0,val-old-cl
8232,557,374,0.7567,0.8367,0.4375,0.5175,0,val-old-cl
8233,557,374,0.8400,0.9200,0.4350,0.5150,0,val-old-cl
8234,557,374,0.8867,0.9667,0.3550,0.4425,0,val-old-cl
8235,557,374,0.9333,1.0000,0.4350,0.5175,0,val-old-cl
8236,1124,375,0.0000,0.1733,0.0675,0.2825,0,val-new-cl
8237,1124,375,0.1733,0.3967,0.0675,0.2850,0,val-new-cl
8238,1125,375,0.4067,0.6367,0.0650,0.2750,0,val-new-cl
8239,1125,375,0.6400,0.8533,0.0650,0.2775,0,val-new-cl
8240,1125,375,0.8567,1.0000,0.0600,0.2725,0,val-new-cl
8241,1126,375,0.8033,0.9933,0.7750,1.0000,0,val-new-cl
8243,1127,377,0.6567,0.8800,0.6700,0.9200,0,train
8244,1127,378,0.8633,1.0000,0.6950,0.9325,1,train
8246,1128,379,0.1067,0.2900,0.6725,0.9650,0,train
8247,1128,379,0.2833,0.4633,0.6675,0.9725,0,train
8248,576,382,0.7475,0.9050,0.6133,0.9633,0,train
8249,1129,383,0.5667,0.7067,0.0650,0.3900,0,train
8250,1129,383,0.7000,0.8467,0.0575,0.3900,0,train
8251,1129,383,0.8467,0.9867,0.0550,0.3875,0,train
8252,1130,383,0.6000,0.7267,0.5900,0.9125,0,train
8254,580,384,0.4900,0.6533,0.0000,0.4050,0,train
8256,1129,384,0.7800,0.9067,0.0000,0.3900,1,train
8257,1130,384,0.0000,0.1100,0.6400,0.9700,1,train
8259,1131,385,0.0650,0.1525,0.5700,0.9500,1,val-new-cl
8260,1131,385,0.1525,0.2425,0.5767,0.9500,0,val-new-cl
8262,1132,385,0.6700,1.0000,0.4500,0.9967,0,val-new-cl
8263,1133,386,0.5050,0.9350,0.7033,0.7967,0,train
8264,1133,386,0.4950,1.0000,0.8000,0.9433,0,train
8265,1133,386,0.4975,0.9000,0.6300,0.6967,0,train
8266,1133,386,0.4875,0.8375,0.5867,0.6333,0,train
8267,1133,386,0.4975,0.8375,0.5233,0.5900,0,train
8269,592,388,0.0550,0.2275,0.2700,0.4367,0,train
8270,1134,388,0.1875,0.4175,0.0433,0.4400,0,train
8272,1135,388,0.6225,0.8400,0.2467,0.4267,0,train
8275,1137,389,0.0825,0.3700,0.3033,0.4367,0,val-new-cl
8276,1137,389,0.3675,0.6450,0.3067,0.4333,0,val-new-cl
8277,595,391,0.0033,0.5967,0.1500,0.2725,1,val-new-cl
8281,77,394,0.7650,0.9175,0.6533,0.9967,0,train
8282,77,394,0.9100,0.9975,0.6900,0.9967,1,train
8284,826,395,0.7867,0.9533,0.7100,0.9525,1,train
8285,1063,396,0.0000,0.2025,0.0433,0.3233,0,train
8286,1063,396,0.2475,0.4000,0.1367,0.3167,0,train
8287,1063,396,0.4075,0.5800,0.1067,0.3067,0,train
8288,1063,396,0.5700,0.7600,0.0500,0.3133,0,train
8289,1138,397,0.8400,1.0000,0.0367,0.3700,0,train
8290,1015,398,0.6375,0.8400,0.4567,0.8700,0,train
8291,1015,398,0.7950,1.0000,0.4600,0.8567,0,train
8292,1139,400,0.0000,0.1125,0.4067,0.8833,1,train
8293,1139,400,0.0575,0.2700,0.3467,0.8833,0,train
8294,1139,400,0.2350,0.4250,0.3533,0.8933,0,train
8295,606,403,0.7500,1.0000,0.6200,0.8800,1,train
8300,621,405,0.0000,0.0867,0.4575,0.5475,1,val-old-cl
8301,621,405,0.0000,0.0833,0.5375,0.6325,1,val-old-cl
8302,621,405,0.0867,0.2100,0.5325,0.6325,0,val-old-cl
8303,621,405,0.1200,0.1967,0.4425,0.5025,1,val-old-cl
8304,1140,406,0.5533,0.6967,0.6900,0.8200,0,train
8305,1140,406,0.5833,0.7167,0.7975,0.9300,0,train
8306,1140,406,0.5800,0.7233,0.8975,1.0000,1,train
8307,1140,406,0.6967,0.8367,0.6950,0.8200,0,train
8308,1140,406,0.7233,0.8600,0.7950,0.9300,0,train
8309,1140,406,0.7300,0.8700,0.9025,1.0000,1,train
8310,1141,406,0.7767,0.9033,0.6700,0.7900,1,train
8311,1141,406,0.8900,1.0000,0.6750,0.7925,0,train
8312,1141,406,0.9033,1.0000,0.7650,0.8900,1,train
8313,1141,406,0.9067,1.0000,0.8625,1.0000,1,train
8314,624,408,0.2925,0.4775,0.4633,0.7467,0,val-new-cl
8315,625,408,0.4900,0.6625,0.2000,0.4867,0,val-new-cl
8316,1142,409,0.3900,0.5350,0.1467,0.3633,0,val-new-cl
8317,1142,409,0.3800,0.5275,0.3400,0.5667,0,val-new-cl
8318,1142,409,0.3675,0.5250,0.5500,0.8067,0,val-new-cl
8319,1142,409,0.3575,0.5200,0.7900,1.0000,0,val-new-cl
8320,1142,409,0.5400,0.6750,0.1633,0.3667,0,val-new-cl
8321,1142,409,0.5375,0.6775,0.3533,0.5733,0,val-new-cl
8322,1142,409,0.5325,0.6900,0.5533,0.8067,0,val-new-cl
8323,1142,409,0.5300,0.6975,0.7967,1.0000,0,val-new-cl
8324,1143,410,0.0000,0.1200,0.1300,0.3125,1,val-new-cl
8325,1143,410,0.0000,0.1467,0.0225,0.1550,1,val-new-cl
8326,703,411,0.8775,1.0000,0.0000,0.1533,0,train
8330,635,412,0.0000,0.1475,0.4767,0.7833,0,train
8331,635,412,0.1475,0.3275,0.4833,0.7833,0,train
8332,635,412,0.5700,0.7125,0.2567,0.5033,0,train
8333,1144,413,0.2150,0.6175,0.6333,0.9800,0,train
8334,1144,413,0.6150,0.9850,0.6333,0.9900,0,train
8335,1145,422,0.1400,0.6000,0.7575,0.9700,1,train
8336,1145,422,0.6100,1.0000,0.7725,0.9775,1,train
8337,1145,422,0.1767,0.5700,0.6800,0.7675,1,train
8338,1145,422,0.5633,0.9533,0.6825,0.7825,1,train
8339,1146,423,0.4975,1.0000,0.0667,0.3533,0,train
8340,1146,424,0.2133,0.9600,0.2550,0.4700,0,train
8341,1146,424,0.2667,0.9467,0.1425,0.2975,1,train
8342,1146,426,0.5400,1.0000,0.6033,0.8333,0,train
8343,1146,426,0.5425,1.0000,0.4167,0.6100,0,train
8344,1146,426,0.5200,0.9200,0.3300,0.4167,1,train
8347,1147,428,0.4225,0.6600,0.1767,0.4300,0,train
8348,1147,428,0.6475,0.8900,0.1000,0.4300,0,train
8349,1147,428,0.8625,1.0000,0.1700,0.4200,1,train
8350,1147,429,0.0000,0.2450,0.0733,0.4300,0,train
8351,1147,429,0.2350,0.4600,0.1667,0.4200,0,train
8353,1147,429,0.7225,1.0000,0.1667,0.4500,0,train
8354,1148,429,0.8025,1.0000,0.8600,1.0000,1,train
8355,1148,429,0.7800,1.0000,0.6533,0.8767,1,train
8356,1147,430,0.0000,0.3167,0.3600,0.5750,0,train
8358,1147,430,0.6500,0.9967,0.3800,0.5950,0,train
8359,1148,430,0.7500,1.0000,0.7325,0.9250,1,train
8360,1145,431,0.0000,0.3133,0.7950,0.9850,1,train
8361,1145,431,0.0000,0.3333,0.7100,0.8025,1,train
8362,1145,431,0.3133,0.7200,0.8075,0.9825,1,train
8363,1145,431,0.3167,0.6667,0.7200,0.8125,1,train
8364,652,431,0.7067,1.0000,0.7500,0.8900,1,train
8365,1148,432,0.5225,0.9525,0.2633,0.4767,0,train
8366,1148,432,0.5025,0.9800,0.0000,0.3000,0,train
8367,1145,432,0.0000,0.1900,0.7167,0.8467,1,train
8368,1145,432,0.0000,0.1775,0.8433,1.0000,1,train
8369,1145,432,0.1675,0.4700,0.8133,1.0000,1,train
8370,1145,432,0.1800,0.4525,0.6900,0.8333,1,train
8371,1145,433,0.0975,0.4025,0.4300,0.6300,1,train
8372,1145,433,0.1425,0.4075,0.3367,0.4400,1,train
8373,1145,433,0.4050,0.7050,0.4267,0.6367,1,train
8374,1145,433,0.4125,0.6700,0.3367,0.4300,1,train
8375,1145,433,0.7150,1.0000,0.4267,0.6300,1,train
8376,1145,433,0.6675,0.9625,0.3267,0.4367,1,train
8378,1149,436,0.5150,0.6950,0.5733,0.9233,1,train
8379,1149,436,0.6625,0.8575,0.6000,0.8800,1,train
8381,662,442,0.5450,0.9400,0.9567,1.0000,0,train
8385,1150,445,0.7375,0.9025,0.8033,0.9133,0,train
8388,1150,446,0.2200,0.4333,0.9175,0.9925,0,train
8389,1150,446,0.0067,0.2433,0.7150,0.8250,0,train
8390,669,449,0.0000,0.2833,0.4625,0.5750,0,train
8391,669,449,0.0000,0.2800,0.5725,0.6900,0,train
8395,673,455,0.2025,0.6075,0.7633,0.9433,0,train
8396,673,455,0.2150,0.6050,0.5767,0.7500,0,train
8398,672,455,0.0000,0.2200,0.8400,0.9533,1,train
8399,1151,457,0.0000,0.3300,0.8500,0.9733,0,train
8400,1151,457,0.0000,0.3300,0.7167,0.8400,0,train
8401,1152,457,0.3650,0.7000,0.8167,0.9400,0,train
8403,1153,464,0.5200,1.0000,0.0900,0.3033,1,train
8405,1154,464,0.4650,0.6200,0.5833,0.8600,1,train
8406,1154,464,0.6100,0.7675,0.6033,0.9633,0,train
8407,1154,464,0.7450,0.9700,0.6367,0.9633,0,train
8409,1153,465,0.0550,0.5625,0.0833,0.2933,1,val-old-cl
8410,1153,465,0.5950,0.9750,0.8167,0.9933,1,val-old-cl
8411,1153,465,0.5900,0.8650,0.5633,0.6733,1,val-old-cl
8413,1154,465,0.4225,0.5775,0.6167,0.9467,0,val-old-cl
8414,1154,465,0.2650,0.4250,0.6233,0.9500,0,val-old-cl
8415,1154,465,0.0725,0.2825,0.5833,0.8667,1,val-old-cl
8416,685,466,0.5750,0.8150,0.0033,0.1133,1,train
8417,1222,466,0.5500,0.7375,0.6267,0.9467,0,train
8418,1155,466,0.7275,0.9300,0.6233,0.9767,0,train
8419,692,466,0.0000,0.1675,0.8333,0.9600,1,train
8420,692,466,0.0000,0.1350,0.6833,0.7800,1,train
8421,692,466,0.0000,0.1375,0.5867,0.6833,1,train
8422,1222,467,0.7700,1.0000,0.7575,0.9975,0,train
8423,685,468,0.5100,0.9250,0.6633,0.8100,1,train
8424,685,468,0.5100,0.9350,0.8033,0.9900,0,train
8425,685,468,0.5025,0.8050,0.5933,0.6667,1,train
8426,685,468,0.4850,0.7125,0.3933,0.4933,1,train
8427,685,468,0.4950,0.7000,0.4933,0.5900,1,train
8428,686,468,0.0025,0.4900,0.7200,0.8900,0,train
8429,686,468,0.0125,0.4650,0.8767,1.0000,0,train
8430,689,468,0.0000,0.2350,0.1067,0.2700,1,train
8431,1156,468,0.7150,1.0000,0.1000,0.2333,0,train
8432,685,469,0.5975,0.8400,0.7200,0.8133,1,train
8433,685,469,0.6125,0.8475,0.8200,0.9367,1,train
8434,1157,470,0.0000,0.2125,0.0967,0.2667,1,train
8436,1158,470,0.4300,0.5700,0.0967,0.3067,0,train
8437,1158,470,0.5675,0.6925,0.1600,0.3100,0,train
8438,1158,470,0.6850,0.8250,0.1533,0.3000,0,train
8439,1159,471,0.0975,0.5100,0.3233,0.4700,1,train
8440,1159,471,0.0875,0.5125,0.1733,0.3267,0,train
8441,1159,471,0.0975,0.5150,0.0400,0.1833,1,train
8442,1159,472,0.0000,0.3067,0.5000,0.6025,1,train
8443,1159,472,0.0000,0.3033,0.3825,0.5025,1,train
8444,1159,472,0.0000,0.2733,0.2850,0.3875,1,train
8445,1159,473,0.2100,0.7500,0.5050,0.6025,1,train
8446,1159,473,0.1967,0.7567,0.3900,0.5000,0,train
8447,1159,473,0.1967,0.7567,0.2875,0.3925,1,train
8448,1159,474,0.6967,1.0000,0.5125,0.6125,1,train
8449,1159,474,0.7000,1.0000,0.4000,0.5125,1,train
8450,1159,474,0.7067,1.0000,0.3025,0.4025,1,train
8451,1159,475,0.4675,0.9850,0.7567,0.9467,1,train
8452,1159,475,0.4675,0.9800,0.5733,0.7633,0,train
8453,1159,475,0.4775,0.9750,0.4200,0.5800,1,train
8454,1159,476,0.0000,0.4325,0.7433,0.9000,1,train
8455,1159,476,0.0000,0.4350,0.5667,0.7400,0,train
8456,1159,476,0.0000,0.4300,0.4200,0.5700,1,train
8457,694,477,0.0075,0.4125,0.9000,1.0000,0,train
8458,705,485,0.2025,0.3350,0.7200,0.9467,0,train
8459,1140,485,0.4100,0.5250,0.7433,0.9700,0,train
8460,1140,485,0.5250,0.6550,0.7467,0.9700,0,train
8461,1140,485,0.4175,0.5175,0.5600,0.7333,0,train
8462,1140,485,0.5175,0.6350,0.5567,0.7400,0,train
8463,1141,485,0.6550,0.7825,0.7400,0.9667,0,train
8464,1141,485,0.7850,0.9175,0.7467,0.9667,0,train
8465,1141,485,0.6350,0.7550,0.5633,0.7400,0,train
8466,1141,485,0.7550,0.8675,0.5767,0.7433,0,train
8468,1141,485,0.6400,0.7375,0.4267,0.5700,0,train
8469,1160,486,0.3925,0.4975,0.6167,0.8200,0,val-new-cl
8470,1160,486,0.2725,0.3850,0.6033,0.8167,0,val-new-cl
8471,1160,486,0.4025,0.5000,0.4433,0.6067,0,val-new-cl
8472,1160,486,0.2925,0.4050,0.4333,0.6133,0,val-new-cl
8473,1160,486,0.2975,0.4075,0.2767,0.4500,0,val-new-cl
8474,1160,486,0.4075,0.5100,0.2767,0.4500,0,val-new-cl
8475,632,487,0.1450,0.3025,0.5000,0.7533,0,val-old-cl
8476,1140,488,0.0767,0.2633,0.8850,1.0000,0,train
8477,1140,488,0.2633,0.4367,0.8875,1.0000,0,train
8478,1141,488,0.4467,0.6200,0.8900,1.0000,0,train
8480,706,488,0.0000,0.1167,0.8175,0.9850,0,train
8481,612,490,0.9375,1.0000,0.4567,0.5800,0,train
8482,612,490,0.9375,1.0000,0.3200,0.4567,0,train
8483,714,491,0.0500,0.2333,0.3350,0.5075,0,train
8484,714,491,0.0000,0.1167,0.2250,0.3475,0,train
8485,714,491,0.1300,0.2700,0.2300,0.3475,0,train
8486,711,491,0.6933,0.8233,0.7525,0.8950,0,train
8489,1161,493,0.1650,0.3150,0.5233,0.6367,1,train
8490,1161,493,0.2175,0.3500,0.4733,0.5400,1,train
8491,1162,496,0.4550,0.6750,0.7533,0.8867,0,train
8492,1162,496,0.4625,0.6550,0.6400,0.7633,0,train
8495,1163,497,0.3250,0.5275,0.5833,0.8600,1,val-new-cl
8496,1164,498,0.7100,0.9350,0.4967,0.8400,0,train
8498,1165,499,0.0400,0.4533,0.0000,0.2700,1,train
8499,1166,499,0.4933,0.8167,0.1750,0.2600,0,train
8500,721,499,0.6067,0.9133,0.5750,0.6800,1,train
8501,1161,500,0.0000,0.2333,0.7075,0.8425,1,train
8502,1161,500,0.1033,0.3200,0.6525,0.7175,0,train
8504,1165,500,0.3967,0.8067,0.0000,0.2625,1,train
8505,1167,501,0.0000,0.1250,0.3800,0.7567,1,train
8506,1167,502,0.0000,0.1875,0.4000,0.7833,0,train
8507,1168,503,0.6700,0.7825,0.4667,0.6233,1,val-new-cl
8508,1168,503,0.8575,0.9575,0.1767,0.3500,1,val-new-cl
8509,1168,503,0.7975,0.9350,0.3433,0.4967,1,val-new-cl
8510,1168,503,0.6400,0.7300,0.2233,0.3700,1,val-new-cl
8511,1168,503,0.7350,0.8250,0.2067,0.3300,1,val-new-cl
8512,1168,503,0.5800,0.6650,0.4567,0.6133,1,val-new-cl
8513,1046,505,0.5600,0.7600,0.7325,0.9000,1,train
8514,1046,505,0.5467,0.7333,0.6150,0.7000,1,train
8515,1169,505,0.0800,0.3167,0.7825,0.9950,0,train
8516,1169,505,0.1167,0.3400,0.6175,0.7775,1,train
8517,1170,506,0.8450,0.9950,0.6167,0.9267,1,val-old-cl
8518,1170,506,0.8175,0.9725,0.3867,0.6133,1,val-old-cl
8519,1047,507,0.2300,0.3925,0.4800,0.7967,0,val-new-cl
8520,744,507,0.1475,0.2350,0.5800,0.6400,1,val-old-cl
8523,1171,510,0.6600,0.7550,0.0600,0.3567,0,train
8524,1171,510,0.7750,0.8775,0.0467,0.3567,0,train
8525,1171,510,0.8750,0.9750,0.0500,0.3567,0,train
8526,1038,510,0.3100,0.4100,0.6367,0.9700,0,train
8527,1038,510,0.2225,0.3125,0.6267,0.9267,0,train
8529,1172,511,0.3075,0.4025,0.6733,1.0000,0,val-old-cl
8530,1172,511,0.4050,0.5000,0.6700,1.0000,0,val-old-cl
8531,1172,511,0.5000,0.5975,0.6733,1.0000,0,val-old-cl
8532,761,512,0.3800,0.5233,0.1100,0.3800,1,train
8533,761,512,0.5267,0.6300,0.1475,0.3750,1,train
8534,761,512,0.6300,0.7733,0.1325,0.3750,1,train
8538,1038,512,0.4333,0.5700,0.6150,0.8850,1,train
8540,758,513,0.1767,0.3733,0.1450,0.4725,0,train
8542,1038,513,0.5333,0.6867,0.1650,0.4625,0,train
8543,1038,513,0.7400,0.9400,0.1300,0.4750,0,train
8544,1173,513,0.0333,0.2100,0.6525,0.9975,0,train
8545,762,513,0.4033,0.5367,0.6175,0.8950,0,train
8546,762,513,0.5367,0.6633,0.6150,0.8975,0,train
8547,762,513,0.6667,0.8133,0.6300,0.9775,0,train
8548,765,513,0.8867,1.0000,0.6275,0.9875,1,train
8549,851,514,0.0050,0.1625,0.4200,0.8433,1,train
8552,1173,514,0.3975,0.5300,0.4633,0.9633,0,train
8553,1050,515,0.0500,0.1575,0.0133,0.3300,0,train
8554,1050,515,0.1700,0.2675,0.0567,0.3267,1,train
8556,1050,515,0.3975,0.5075,0.0000,0.3267,0,train
8557,1050,515,0.5000,0.5600,0.0500,0.3267,1,train
8559,1172,515,0.3675,0.5050,0.5833,0.9900,0,train
8560,1172,515,0.5025,0.6425,0.5800,0.9933,0,train
8565,1190,520,0.5767,0.7800,0.2225,0.4700,1,train
8566,1190,520,0.5767,0.7900,0.0025,0.2225,0,train
8567,1190,520,0.3467,0.5833,0.0000,0.2250,1,train
8568,1190,520,0.3600,0.5833,0.2225,0.4825,0,train
8569,1190,520,0.1367,0.3800,0.2250,0.4775,0,train
8570,55,520,0.0100,0.1733,0.2400,0.4500,1,train
8572,1190,521,0.2467,0.4500,0.2700,0.5100,1,train
8573,1190,521,0.0233,0.2767,0.2700,0.5125,0,train
8574,1190,521,0.0033,0.2433,0.0000,0.2725,1,train
8575,1190,521,0.2100,0.4433,0.0025,0.2700,0,train
8576,1190,522,0.3925,0.5300,0.6500,0.9700,1,train
8577,1190,522,0.3950,0.5350,0.3600,0.6633,0,train
8578,1190,522,0.2400,0.3950,0.3467,0.6700,0,train
8579,1190,522,0.2425,0.3925,0.6600,0.9967,0,train
8580,1190,522,0.0775,0.2450,0.6367,1.0000,0,train
8581,55,522,0.0000,0.0950,0.6133,0.9067,1,train
8583,1191,524,0.0000,0.1325,0.4167,0.7333,0,train
8584,1190,525,0.7833,1.0000,0.4800,0.7625,0,train
8585,1190,525,0.7867,1.0000,0.7375,1.0000,1,train
8586,1190,525,0.5600,0.7900,0.7450,1.0000,0,train
8587,1190,525,0.5600,0.7900,0.4800,0.7750,0,train
8588,1190,525,0.3267,0.5600,0.7225,1.0000,0,train
8589,1191,526,0.0033,0.1833,0.2500,0.5000,0,train
8590,1190,526,0.4100,0.6267,0.2475,0.4950,0,train
8591,1190,526,0.6200,0.8400,0.2425,0.5000,0,train
8593,1190,526,0.6133,0.8533,0.0000,0.2500,0,train
8594,1190,526,0.8433,1.0000,0.0000,0.2400,1,train
8595,772,526,0.0000,0.1167,0.7150,0.9500,0,train
8596,772,526,0.0000,0.1433,0.5875,0.7150,1,train
8597,1191,527,0.6850,0.8650,0.0000,0.2400,0,train
8598,1191,527,0.5250,0.6875,0.0000,0.2467,0,train
8602,1192,537,0.0000,0.2775,0.0700,0.2300,0,train
8603,777,537,0.7325,0.8650,0.0000,0.2467,0,train
8604,779,540,0.7175,0.8400,0.1800,0.3000,0,train
8607,1004,541,0.5425,0.6600,0.2767,0.5133,0,train
8608,1004,541,0.6550,0.7825,0.2733,0.5100,0,train
8609,1004,541,0.5400,0.6875,0.0000,0.2767,0,train
8610,1004,541,0.6850,0.8200,0.0000,0.2667,0,train
8611,1004,541,0.8375,0.9700,0.2333,0.4567,0,train
8612,1004,541,0.8800,1.0000,0.0000,0.2500,0,train
8613,1193,545,0.4550,0.5700,0.0000,0.2333,0,train
8614,1193,545,0.5725,0.6900,0.0000,0.2300,0,train
8615,1193,545,0.7000,0.8550,0.0000,0.2233,1,train
8616,1193,545,0.8550,0.9925,0.0000,0.2233,1,train
8617,1194,545,0.3200,0.4550,0.0000,0.2400,1,train
8618,1194,545,0.2050,0.3200,0.0000,0.2433,0,train
8619,1194,545,0.0650,0.2075,0.0000,0.2333,0,train
8620,1193,546,0.1125,0.2450,0.0000,0.2000,1,train
8621,1193,546,0.2450,0.3700,0.0000,0.2067,1,train
8622,1195,551,0.1033,0.2767,0.7325,0.8700,1,train
8623,1161,553,0.0000,0.1967,0.5300,0.6850,1,train
8624,1161,553,0.0633,0.2767,0.4800,0.5500,1,train
8625,1161,554,0.3033,0.5533,0.5325,0.6600,1,train
8626,1161,554,0.3567,0.5733,0.4800,0.5500,1,train
8627,1161,555,0.6900,0.9633,0.5150,0.6475,1,train
8628,1161,555,0.6733,0.9067,0.4600,0.5275,1,train
8633,789,557,0.0000,0.2433,0.3725,0.5025,1,train
8634,788,558,0.7067,1.0000,0.5050,0.6925,1,train
8635,788,558,0.6900,0.9767,0.3375,0.4125,1,train
